X0,X1
2.40351951008895,2.91244996667705
1.84081744707824,3.01850588593491
2.11483238899832,3.00602581107066
2.27049116126134,3.22203868610666
2.08267554025262,2.72146593144091
2.25660044877096,2.83596535933092
1.65938312210799,2.92226625357113
2.4822581410152,2.93276917849984
1.69551833918971,2.84475099067097
2.05193422645206,3.00082452057401
2.17431862288152,2.74848147885582
1.79132540536754,2.48729446935106
1.85738157838232,3.00790619444628
2.19301638457921,2.95543466025748
1.80483761039257,2.82377741936131
1.87786034334621,2.87849776372808
2.0476251594849,2.99929911885668
2.04259371327134,3.16226599694026
2.1698235619242,2.90082482237046
2.19738392105422,2.86968941402934
1.83380416113777,2.76206311131702
1.83837845733405,2.98867009725005
1.99461848195744,2.97672740688
1.70503975810449,3.19841928583272
2.42846166360472,3.0935318703677
1.82614605241149,3.72884041328116
2.9827519664058,3.82817359305116
3.29432738132644,3.96871966930074
2.84832126830997,4.14508362018687
2.79996634296468,4.26475733682916
2.50470602785563,3.92212356237833
2.8836142167115,4.76134834979079
3.68392843114594,4.70061766822461
3.2573923807921,4.11745690641805
1.3217367875953,3.67542027102606
3.09522178007013,3.9780387106028
2.71725143746641,3.36534939995159
2.60091132654807,4.05700335732871
2.04811804077004,3.63986867328006
1.87351120545501,4.05425632433923
1.78095754350441,3.9018980620085
2.30851488570898,3.5682364966057
2.57641912101637,3.44325572892739
3.89113347122559,3.04179187657092
3.2305583784428,3.86637167415667
3.57992381411623,4.52608215166551
3.16092890271209,4.6758587256889
2.4944968945562,3.63397487334447
2.09086632052739,4.45367421370514
3.33656575943511,3.86411828523694
2.10638685516891,3.26795282584303
1.53211852779636,3.40498387196428
0.684737568039428,3.64864027594863
1.03462456513624,3.54545630466595
1.82971616420789,5.00345252336006
2.15767667760891,4.11193986058516
1.1390483053278,2.91888017675494
2.28610375714128,3.94503555663855
1.62227217027919,4.46004017372973
2.49049568785436,4.02983537732903
1.26061704183541,4.09540159734319
0.204312780699686,3.20930148403463
3.00870317302889,4.07335767509913
1.66296938336883,3.23305371251294
0.880693045083809,2.55624004471173
1.35617430323277,4.73344024892643
0.957437031473597,3.17832678503521
1.89059761106824,3.1778585439548
2.20637643790517,3.61136049761031
0.241415272808265,4.33832466241177
1.12424895412984,3.66999942397843
1.98963195571025,4.28425052767525
1.67597705798109,4.33392967159345
1.23826542441504,3.58630218782235
1.56906075220696,2.9348475924735
3.35189547816318,0.552610077060228
1.99000290093304,3.18046573479161
2.72431651392245,1.22281423247021
3.2119043918655,3.83828181664023
3.28753274235542,0.747250872265032
2.63488324888701,3.03938428394764
2.38873375557843,2.14105771959169
2.59387689717634,2.53920066618298
3.46325431298132,3.14944107017435
2.64791586606324,3.16690240505157
2.74418583892651,1.18061392918892
2.51616042188419,3.86802272615644
2.61422319206224,2.41871873401294
2.48598775520568,0.732753312528943
3.42421659416764,4.58339964887291
3.94498632806889,2.18551393196812
3.92716578670399,2.15809419463539
2.46710444333138,2.13662168925515
3.18731472323832,2.23811899836778
1.88884378249415,3.22543265834763
1.8593170178667,2.98267549831154
3.3162800513519,3.70117317239844
2.70730124628172,3.15311079776709
2.12939737654204,2.10741956619059
2.96382934688624,3.03973100606597
